DATE,Real_Effective,SP500,BUSLOANS,Month_3,CPIAUCSL,CCI,Inflation,Housing,long_term,NFCI,M3,Unemployment_Rate,SMB,HML,RMW,CMA,Mkt_minus_RF,F_D,E_D,C_D
1987-05-01,108.26,290.100006,551.5356,6.99,113,100.5794,0.0386,19.74,8.61,-0.03,2.77E+12,6.3,-0.59,0.13,0.52,1.32,0.11,9.02898678,7.634343471,0.607576235
1987-06-01,109.6,304,554.5093,6.94,113.5,100.6496,0.0365,20.9,8.4,-0.0325,2.77E+12,6.2,-2.29,1.07,1.73,0.83,3.94,19.18735399,15.73660001,2.51840621
1987-07-01,110.86,318.660004,553.435,6.7,113.8,100.7495,0.0393,20.81,8.45,-0.204,2.78E+12,6.1,-1.11,0.66,-0.5,1.56,3.85,11.10687324,7.739196286,0.781533092
1987-08-01,110.55,329.799988,554.1055,6.75,114.3,100.7541,0.0428,21.42,8.76,-0.3325,2.79E+12,6,-0.9,-0.9,2.03,-1.59,3.52,12.138839,10.56246095,2.198939365
1987-09-01,108.67,321.829987,561.3173,7.37,114.7,100.576,0.0436,20.09,9.42,-0.2075,2.80E+12,5.9,0.37,0.28,-0.9,1.89,-2.59,14.37963423,10.46145035,0.710418728
1987-10-01,108.21,251.789993,563.0683,8.02,115,100.2418,0.0453,17.08,9.52,0.144,2.81E+12,6,-8.09,4.23,2.01,2.39,-23.24,198.9525589,132.5972807,3.357366934
1987-11-01,105.14,230.300003,562.5116,7.24,115.4,99.97752,0.0453,14.45,8.86,0.35,2.82E+12,5.8,2.83,3.14,-1.92,0.71,-7.77,15.93004179,12.11564652,0.263516413
1987-12-01,102.63,247.080002,565.1506,7.66,115.6,100.0469,0.0443,13.77,8.99,0.3,2.83E+12,5.7,0.09,-4.49,3.01,-2.36,6.81,32.05801652,19.75341446,0.241954122
1988-01-01,101.62,257.070007,567.0728,6.92,116,100.3001,0.0405,14.02,8.67,0.118,2.85E+12,5.7,-0.54,5.08,-1.12,2.09,4.21,44.05972638,30.57748201,1.766060388
1988-02-01,101.98,267.820007,568.2592,6.6,116.2,100.5319,0.0394,14.16,8.21,-0.06,2.87E+12,5.7,3.32,-1.65,1.56,-0.11,4.75,50.52273489,28.90936335,0.066033109
1988-03-01,100.33,258.890015,571.3814,6.63,116.5,100.6889,0.0393,14.29,8.37,-0.12,2.89E+12,5.7,6.26,0.74,-0.16,1.91,-2.27,54.91632221,30.48494579,0.359567943
1988-04-01,99.23,261.329987,577.3868,6.92,117.2,100.7311,0.039,13.39,8.72,-0.086,2.91E+12,5.4,1.12,1.69,-0.23,1.9,0.56,43.7182566,29.39711999,0.017082606
1988-05-01,99.32,262.160004,583.8101,7.24,117.5,100.8203,0.0389,12.41,9.09,-0.085,2.93E+12,5.6,-2.59,2.3,-0.7,0.38,-0.29,8.358974806,7.000491427,0.369289522
1988-06-01,100.75,273.5,588.9866,7.51,118,100.886,0.0396,12.49,8.92,-0.0925,2.94E+12,5.4,2.19,-1.07,1.42,-3.25,4.79,19.05034242,14.09075739,0.41660485
1988-07-01,103.41,272.019989,593.9404,7.94,118.5,100.9515,0.0413,12.22,9.06,-0.028,2.95E+12,5.4,-0.17,2.27,-0.59,1.45,-1.25,12.97773284,9.969611816,1.261770948
1988-08-01,104.38,261.519989,594.53,8.35,119,101.0564,0.0402,11.78,9.26,-0.0025,2.95E+12,5.6,-0.02,2.03,-0.76,1.74,-3.31,11.31066376,9.168408408,2.540670357
1988-09-01,104.83,271.910004,595.4625,8.23,119.5,101.0417,0.0417,11.79,8.98,-0.07,2.96E+12,5.4,-1.31,-0.68,1.72,-0.48,3.3,12.69677056,8.751337591,0.860312384
1988-10-01,102.27,278.970001,599.0301,8.36,119.9,100.9055,0.0425,12.02,8.8,-0.1425,2.97E+12,5.4,-2.95,1.71,1.4,1.04,1.15,8.563133112,6.089301095,0.119388918
1988-11-01,99.66,273.700012,601.0639,8.78,120.3,100.8068,0.0425,11.57,8.96,-0.1825,2.98E+12,5.3,-1.66,1.24,-0.31,1.6,-2.29,7.853226596,6.870484113,1.205452643
1988-12-01,99.14,277.720001,604.6499,9.25,120.7,100.8327,0.0442,11.64,9.11,-0.19,2.99E+12,5.3,2.01,-1.55,0.64,-0.37,1.49,10.03936597,9.939934031,0.08890113
1989-01-01,100.99,297.470001,606.2767,9.2,121.2,100.9692,0.0467,11.82,9.09,-0.165,2.99E+12,5.4,-2.23,0.51,-1.03,0.16,6.1,10.10462002,6.867443351,1.479934262
1989-02-01,101.49,288.859985,617.0985,9.51,121.6,100.9496,0.0483,11.97,9.17,-0.09,2.99E+12,5.2,2.67,0.87,-0.82,1.89,-2.25,8.852827919,7.780193998,2.006721079
1989-03-01,102.66,294.869995,616.4861,10.09,122.2,100.8094,0.0498,11.73,9.36,0.05,3.00E+12,5,0.76,0.46,0.01,0.79,1.57,5.896318286,2.484633595,0.03135864
1989-04-01,102.71,309.640015,619.0408,9.94,123.1,100.6176,0.0512,12.07,9.18,0.1125,3.01E+12,5.2,-0.7,-1.45,0.76,-0.54,4.33,7.888516426,6.195568133,1.613539851
1989-05-01,105.13,320.519989,624.2977,9.59,123.7,100.4902,0.0536,12.49,8.86,0.05,3.01E+12,5.2,-0.01,-0.82,0.49,-0.04,3.35,6.794029607,3.947711534,0.372174416
1989-06-01,107.14,317.980011,624.2628,9.2,124.1,100.459,0.0517,12.84,8.28,-0.014,3.03E+12,5.3,-1.08,2.19,0.24,1.52,-1.35,7.130314731,6.714936945,2.259207988
1989-07-01,104.88,346.079987,631.012,8.76,124.5,100.5065,0.0498,13.43,8.02,-0.045,3.05E+12,5.2,-4.04,-2.84,1.99,-0.62,7.2,9.313500031,7.737222188,2.55211178
1989-08-01,105.3,351.450012,635.2465,8.64,124.5,100.5858,0.0471,14.32,8.11,-0.0525,3.07E+12,5.2,0.43,0.72,0.41,-0.5,1.44,14.34408441,7.699529136,1.687539194
1989-09-01,106.34,349.149994,637.1702,8.78,124.8,100.7343,0.0434,14.66,8.19,0.012,3.09E+12,5.3,0.46,-1.34,1.4,0.59,-0.76,6.90432067,5.89325612,2.166207743
1989-10-01,104.49,340.359985,639.3488,8.6,125.4,100.7176,0.0449,14.84,8.01,0.04,3.11E+12,5.3,-3.33,-1.03,0,0.02,-3.67,28.25990649,24.48330457,3.11142938
1989-11-01,104.88,345.98999,639.6847,8.39,125.9,100.5963,0.0466,14.7,7.87,-0.055,3.13E+12,5.4,-1.3,-1.12,-0.91,1.47,1.03,5.771743028,5.455665326,0.302391566
1989-12-01,103.41,353.399994,637.6136,8.32,126.3,100.5239,0.0465,15.24,7.84,-0.146,3.15E+12,5.4,-2.3,0.28,-0.1,1.45,1.16,6.417730538,4.956187548,0.674509774
1990-01-01,102.89,329.079987,635.7513,8.16,127.5,100.5213,0.052,15.13,8.21,-0.125,3.17E+12,5.4,-1.33,0.87,-1.13,1.32,-7.85,15.47325074,10.85606177,2.962466958
1990-02-01,103.03,331.890015,636.5333,8.22,128,100.5037,0.0526,14.97,8.47,-0.1025,3.18E+12,5.3,1.18,0.61,-0.19,-0.64,1.11,5.278896957,4.797424357,0.288754629
1990-03-01,104.94,339.940002,638.3617,8.35,128.6,100.571,0.0523,15.62,8.59,-0.11,3.19E+12,5.2,1.64,-2.9,2.15,-1.02,1.83,9.204560595,9.338327005,1.080686722
1990-04-01,104.67,330.799988,640.8468,8.42,128.9,100.6223,0.0471,15.7,8.79,-0.12,3.20E+12,5.4,-0.4,-2.55,1.72,-0.98,-3.36,18.37610011,12.31361488,6.426831316
1990-05-01,103.25,361.230011,639.748,8.35,129.1,100.4955,0.0436,16.37,8.76,-0.17,3.20E+12,5.4,-2.4,-3.74,1.65,-1.57,8.42,11.72512054,5.70656486,2.182868267
1990-06-01,103.84,358.019989,641.5256,8.23,129.9,100.2166,0.0467,16.95,8.48,-0.232,3.21E+12,5.2,1.38,-1.94,-1,-0.34,-1.09,7.484382302,5.053074594,1.047032198
1990-07-01,101.75,356.149994,639.9032,8.1,130.5,99.74546,0.0482,16.81,8.47,-0.185,3.22E+12,5.5,-3.27,-0.01,-0.27,3.1,-1.9,9.813098931,9.209419691,2.20745204
1990-08-01,100.09,322.559998,640.3669,7.97,131.6,98.98956,0.0562,15.33,8.75,-0.046,3.24E+12,5.7,-3.85,1.58,-0.43,2.99,-10.15,40.10031497,33.27449132,2.996247916
1990-09-01,98.94,306.049988,639.4663,8.06,132.5,98.26338,0.0616,14.51,8.89,0.1625,3.25E+12,5.9,-3.78,0.73,-0.16,3.71,-6.12,13.18874252,6.246231269,0.98675632
1990-10-01,96.44,304,637.5261,8.06,133.4,97.68299,0.0629,14.21,8.72,0.2925,3.26E+12,5.9,-5.07,0.22,2.87,-0.49,-1.92,11.95254381,6.777618737,0.835951154
1990-11-01,95.85,322.220001,639.1911,8.03,133.7,97.47689,0.0627,14.68,8.39,0.276,3.26E+12,6.2,-0.06,-3.16,0.82,-4.75,6.35,8.99755188,4.000533594,0.596134696
1990-12-01,96.82,330.220001,641.5816,7.82,134.2,97.53954,0.0611,15.41,8.08,0.325,3.27E+12,6.3,0.61,-1.54,2.86,-2,2.46,12.24357165,10.42381824,0.71376232
1991-01-01,96.35,343.929993,636.1393,7.17,134.7,97.87981,0.0565,15.35,8.09,0.345,3.29E+12,6.4,3.86,-1.84,1.55,-4.08,4.69,13.18140371,9.444622145,0.563024511
1991-02-01,94.93,367.070007,635.9709,6.52,134.8,98.50058,0.0531,17.19,7.85,0.145,3.30E+12,6.6,3.96,-0.54,-0.27,-0.16,7.19,26.54837287,9.636621794,1.764812554
1991-03-01,98.55,375.220001,635.2905,6.45,134.8,99.20847,0.049,17.78,8.11,-0.092,3.32E+12,6.8,3.82,-1.23,-0.39,-0.99,2.65,11.45244885,5.480983781,0.227944688
1991-04-01,99.75,375.339996,631.2578,6.06,135.1,99.40841,0.0489,18.58,8.04,-0.2075,3.33E+12,6.7,0.33,1.42,0.53,0.71,-0.28,7.802287285,7.60171404,1.075540355
1991-05-01,100.01,389.829987,627.7257,5.91,135.6,99.39175,0.0495,18.98,8.07,-0.274,3.34E+12,6.9,0.17,-0.57,2.11,-2.45,3.65,6.120447409,5.936847374,0.82207628
1991-06-01,101.67,371.160004,626.3727,6.07,136,99.45558,0.047,19.49,8.28,-0.305,3.35E+12,6.9,0.17,1.21,1.75,0.63,-4.94,15.26430726,10.18581832,2.517899729
1991-07-01,101.33,387.809998,623.2139,5.98,136.2,99.5156,0.0445,20.14,8.27,-0.3775,3.36E+12,6.8,-0.96,-1.25,1.61,-1.41,4.24,10.20960754,8.944954005,0.457305101
1991-08-01,100.28,395.429993,618.3842,5.65,136.6,99.48068,0.038,21.22,7.9,-0.482,3.36E+12,6.9,1.44,-0.78,0.88,-0.55,2.32,4.151819779,4.153622564,0.284073222
1991-09-01,99.17,387.859985,620.5537,5.47,137,99.28517,0.0339,21.73,7.65,-0.49,3.35E+12,6.9,1.55,-1,-1.81,0.16,-1.59,7.151139656,4.915852225,0.334073256
1991-10-01,97.98,392.450012,620.9634,5.33,137.2,98.81995,0.0292,22.49,7.53,-0.4825,3.36E+12,7,0.95,-0.43,-1.73,-0.29,1.29,6.481521504,4.304309437,0.508712051
1991-11-01,96.4,375.220001,618.4219,4.94,137.8,98.24335,0.0299,23.27,7.42,-0.514,3.37E+12,7,-0.87,-1.93,1.08,0.12,-4.19,10.96949257,9.677316407,1.454075252
1991-12-01,95.5,417.089996,618.3865,4.47,138.2,97.90409,0.0306,24.33,7.09,-0.505,3.37E+12,7.3,-2.42,-4.03,3.58,-3.12,10.84,14.98856579,9.897413115,0.84545306
1992-01-01,95.05,408.779999,613.6034,4.05,138.3,97.85648,0.026,25.93,7.03,-0.498,3.38E+12,7.3,9.26,4.51,-1.33,3.15,-0.59,10.96972975,8.6487314,2.049365104
1992-02-01,96.7,412.700012,609.7552,4.07,138.6,98.09582,0.0282,25.6,7.34,-0.545,3.40E+12,7.4,1.35,6.37,0.09,2.04,1.09,5.769959698,5.331855427,0.533388321
1992-03-01,98.83,403.690002,607.378,4.25,139.1,98.52525,0.0319,25.16,7.54,-0.575,3.40E+12,7.4,-0.9,3.65,-0.08,1.93,-2.66,13.86204306,11.65853437,3.666389805
1992-04-01,98.1,414.950012,604.3826,4,139.4,98.86639,0.0318,24.73,7.48,-0.61,3.40E+12,7.4,-5.73,4.31,1.71,2.22,1.07,8.379182056,8.208139153,0.632545469
1992-05-01,97,415.350006,602.1923,3.82,139.7,99.06062,0.0302,24.75,7.39,-0.684,3.40E+12,7.6,0.21,1.28,-0.96,0.43,0.3,14.45166881,9.787946519,0.964038105
1992-06-01,95.63,408.140015,601.0555,3.86,140.1,99.06634,0.0309,23.95,7.26,-0.72,3.39E+12,7.8,-2.71,3.4,-0.03,1.07,-2.34,8.930397889,6.632827846,1.365135415
1992-07-01,94.11,424.209991,599.2603,3.37,140.5,98.89555,0.0316,23.88,6.84,-0.7,3.39E+12,7.7,-0.61,-0.53,1.57,-0.72,3.77,9.239699509,6.108762612,1.153216129
1992-08-01,93.74,414.029999,597.2617,3.31,140.8,98.74657,0.0315,23.6,6.59,-0.6725,3.40E+12,7.6,-0.42,-1.03,3.79,-1.62,-2.38,12.16909497,11.82323282,3.786760422
1992-09-01,93.92,417.799988,598.4086,3.13,141.1,98.73632,0.0299,23.2,6.42,-0.6,3.41E+12,7.6,0.48,-0.21,1.53,-0.5,1.19,3.238388542,3.357416256,0.145754955
1992-10-01,96.02,418.679993,596.8512,3.26,141.7,98.99174,0.032,22.43,6.59,-0.53,3.42E+12,7.3,2.02,-2.1,1.31,-0.8,1.02,6.652174953,5.087353084,1.499729531
1992-11-01,99.33,431.350006,596.8943,3.58,142.1,99.60226,0.0305,22.56,6.87,-0.575,3.43E+12,7.4,3.91,-1.48,-0.84,-1.91,4.13,3.613873825,3.557183224,0.4999359
1992-12-01,99.34,435.709991,596.4952,3.48,142.3,100.0991,0.029,22.82,6.77,-0.6675,3.42E+12,7.4,1.64,2.52,-0.44,0.75,1.53,5.902269908,4.301666714,1.381355644
1993-01-01,100.36,438.779999,595.5013,3.19,142.8,100.2291,0.0326,22.5,6.6,-0.714,3.42E+12,7.3,2.09,5.87,-1.77,2.78,0.93,4.337130959,5.838420504,0.150716069
1993-02-01,100.27,443.380005,593.5352,3.12,143.1,100.1156,0.0325,22.55,6.26,-0.72,3.41E+12,7.1,-3.42,6.42,-0.5,4.05,0.12,14.24232783,15.04868948,0.56523132
1993-03-01,99.35,451.670013,591.2711,3.11,143.3,99.93261,0.0309,22.69,5.98,-0.7225,3.41E+12,7,0.05,1.22,-0.29,0.92,2.3,2.429040809,2.270317786,0.068800609
1993-04-01,97.28,440.190002,585.6328,3.09,143.8,99.70606,0.0323,22.53,5.97,-0.742,3.41E+12,7.1,-0.86,2.61,-3.69,1.52,-3.05,11.80597996,11.39528214,2.727755588
1993-05-01,97.13,450.190002,587.9659,3.1,144.2,99.41667,0.0322,22.83,6.04,-0.7675,3.44E+12,7.1,1.88,-3.41,-0.01,-1.18,2.89,3.897169234,3.772631117,0.199909211
1993-06-01,97.43,450.529999,590.2314,3.21,144.3,99.19163,0.03,23.18,5.96,-0.8125,3.44E+12,7,0.11,2.62,-1.06,1.09,0.31,3.246813396,2.690674466,0.159797152
1993-07-01,98.53,448.130005,587.9064,3.16,144.5,98.98254,0.0278,22.72,5.81,-0.876,3.44E+12,6.9,0.9,3.25,-2.18,2.03,-0.34,3.610018502,4.224733024,0.13449464
1993-08-01,98.37,463.559998,587.7151,3.14,144.8,98.92893,0.0277,22.65,5.68,-0.8825,3.45E+12,6.8,0.25,-0.45,-1.15,-0.04,3.71,11.84468311,10.39387756,1.077486498
1993-09-01,97.87,458.929993,585.4285,3.12,145,99.04818,0.0269,22.5,5.36,-0.855,3.45E+12,6.7,3.06,-0.44,0.77,-0.08,-0.12,10.63032841,12.49557023,1.956659943
1993-10-01,98.82,467.829987,583.9102,3.24,145.6,99.32369,0.0275,22.19,5.33,-0.818,3.46E+12,6.8,1.61,-1.54,-0.1,0.6,1.41,3.252082388,2.567684347,0.266804002
1993-11-01,99.8,461.790009,584.0116,3.35,146,99.65491,0.0268,21.63,5.72,-0.79,3.47E+12,6.6,-1.43,-0.27,1.55,-0.95,-1.89,13.69036487,8.881244641,3.282190124
1993-12-01,100.12,466.450012,583.7006,3.26,146.3,100.1356,0.0275,21.29,5.77,-0.818,3.47E+12,6.5,1.36,0.57,0.7,-0.32,1.65,7.405045453,2.851412667,0.746927415
1994-01-01,100.39,481.609985,587.4533,3.15,146.3,100.5494,0.0252,21.34,5.75,-0.855,3.47E+12,6.6,-0.14,2.09,-2.29,1.44,2.87,2.563733795,1.557279183,0.185301902
1994-02-01,99.82,467.140015,588.0675,3.43,146.7,100.6973,0.0252,21.02,5.97,-0.815,3.48E+12,6.6,2.65,-1.45,2.45,-1.03,-2.55,16.69092607,10.93303367,2.46214246
1994-03-01,100.05,445.769989,594.7906,3.77,147.1,100.6867,0.0251,20.42,6.48,-0.7325,3.48E+12,6.5,-1.02,1.29,0.77,1.27,-4.78,14.46681032,13.14127893,3.681416619
1994-04-01,100.02,450.910004,600.482,4.01,147.2,100.6575,0.0236,19,6.97,-0.678,3.48E+12,6.4,-1.05,1.68,1.01,1.12,0.68,17.50631698,16.18526213,1.132834019
1994-05-01,99.25,456.5,604.7574,4.51,147.5,100.5961,0.0229,18.5,7.18,-0.67,3.49E+12,6.1,-2.46,0.2,0.9,0.7,0.58,3.151683151,2.584484085,0.110852642
1994-06-01,99.01,444.269989,609.0287,4.52,147.9,100.4916,0.0249,18.05,7.1,-0.665,3.48E+12,6.1,-0.52,1.69,1.16,1.53,-3.03,7.802694078,7.064356357,1.928059233
1994-07-01,97.44,458.26001,616.5011,4.73,148.4,100.4203,0.0277,17.42,7.3,-0.69,3.49E+12,6.1,-1.83,0.62,-0.89,0.11,2.82,15.19500009,8.798262955,2.980343951
1994-08-01,97.49,475.48999,622.1065,4.81,149,100.4655,0.029,17.44,7.24,-0.725,3.49E+12,6,1.29,-2.81,0.87,-1.45,4.01,16.89155864,8.600260329,4.352411984
1994-09-01,96.55,462.709991,624.9601,5.03,149.3,100.535,0.0296,17.09,7.46,-0.7,3.49E+12,5.9,2.67,-1.91,0.6,0.93,-2.31,4.824360862,3.57356557,0.833670692
1994-10-01,95.75,472.350006,631.5933,5.51,149.4,100.6275,0.0261,16.32,7.74,-0.6475,3.48E+12,5.8,-2.3,-1.74,0.58,-0.62,1.34,6.094173694,4.634619267,0.707049773
1994-11-01,96.28,453.690002,638.3762,5.79,149.8,100.7398,0.0267,15.62,7.96,-0.58,3.49E+12,5.6,0.11,-0.94,0.81,-0.44,-4.04,11.09866487,8.62143709,1.990695484
1994-12-01,99.05,459.269989,643.8196,6.29,150.1,100.9133,0.0267,14.88,7.81,-0.508,3.49E+12,5.5,-0.02,0.54,0.42,0.31,0.86,5.023209513,2.44693277,0.100414612
1995-01-01,102,470.420013,654.3496,6.24,150.5,100.994,0.028,14.89,7.78,-0.53,3.49E+12,5.6,-2.76,0.81,0.61,-0.83,1.8,7.101207262,5.885921911,0.373406529
1995-02-01,101,487.390015,666.5968,6.16,150.9,100.8633,0.0286,15.11,7.47,-0.5875,3.49E+12,5.4,-0.55,1.09,0.58,-0.33,3.63,9.288477301,3.864408731,0.834133192
1995-03-01,99.21,500.709991,673.5363,6.15,151.2,100.646,0.0285,15.15,7.2,-0.624,3.49E+12,5.4,-0.72,-1.1,-0.33,0.16,2.19,8.305915241,2.753922134,0.860564313
1995-04-01,94.77,514.710022,677.5508,6.11,151.8,100.5518,0.0305,15.31,7.06,-0.6625,3.50E+12,5.8,-0.34,2.27,0.05,1,2.11,3.200233111,2.65252986,0.387410058
1995-05-01,94.41,533.400024,686.1913,6.02,152.1,100.5394,0.0319,15.5,6.63,-0.6775,3.52E+12,5.6,-2.06,1.72,0.46,0.09,2.9,6.211526066,4.730126628,0.189325171
1995-06-01,94.61,544.75,690.6364,5.9,152.4,100.6642,0.0304,15.67,6.17,-0.642,3.55E+12,5.6,2.95,-2.28,-0.48,-2.44,2.72,4.093965307,4.087884182,0.474947303
1995-07-01,94.62,562.059998,698.5433,5.77,152.6,100.7795,0.0276,16.07,6.28,-0.625,3.57E+12,5.7,2.1,-1.67,0.45,-1.7,3.72,12.76185379,12.8868662,0.103646391
1995-08-01,97.44,561.880005,702.8166,5.77,152.9,100.7462,0.0262,16.01,6.49,-0.6475,3.59E+12,5.7,1.83,2.71,-1.36,1.64,0.55,9.125180939,8.056518576,2.461795875
1995-09-01,98.89,584.409973,706.0401,5.73,153.1,100.5132,0.0254,16.45,6.2,-0.646,3.60E+12,5.6,-1.88,-0.75,1.33,0.36,3.35,3.703753144,3.067639036,0.364702578
1995-10-01,98.87,581.5,706.3058,5.79,153.5,100.3593,0.0281,16.76,6.04,-0.655,3.61E+12,5.5,-4.05,-0.74,2.14,-0.03,-1.52,12.46884278,11.43986435,4.96950756
1995-11-01,100.25,605.369995,712.602,5.74,153.7,100.2828,0.0261,17.33,5.93,-0.7025,3.62E+12,5.6,-1.17,0.95,-0.83,1.19,3.96,4.37813636,1.998883775,0.066500896
1995-12-01,100.54,615.929993,715.101,5.62,153.9,100.3064,0.0254,18.1,5.71,-0.69,3.63E+12,5.6,0.67,0.87,-1.33,2.99,1.03,8.920343672,6.905935729,0.327341335
1996-01-01,101.28,636.02002,721.8064,5.39,154.7,100.3224,0.0273,18.08,5.65,-0.6775,3.65E+12,5.6,-2.59,0.3,-0.64,2.28,2.26,6.918450478,8.547494582,0.551729079
1996-02-01,101.33,640.429993,724.1624,5.15,155,100.3923,0.0265,19.1,5.81,-0.7075,3.66E+12,5.5,1.82,-1.42,0.4,-1.8,1.33,10.3738566,7.396290623,2.398472528
1996-03-01,101.37,645.5,727.3544,5.29,155.5,100.5346,0.0284,19.01,6.27,-0.666,3.69E+12,5.5,1.54,1.01,1.3,-0.97,0.73,12.50930539,11.00723276,1.757863328
1996-04-01,101.28,654.169983,732.0978,5.36,156.1,100.5628,0.029,18.85,6.51,-0.6225,3.70E+12,5.6,4.64,-3.91,0.18,-2.2,2.06,4.872743177,3.742299961,0.528868775
1996-05-01,101.4,669.119995,736.4802,5.36,156.4,100.5425,0.0289,19.1,6.74,-0.656,3.71E+12,5.6,3.17,-1.2,0.42,-0.22,2.36,5.335952783,5.022601519,0.067178469
1996-06-01,101.79,670.630005,741.4411,5.46,156.7,100.6486,0.0275,19.15,6.91,-0.6575,3.72E+12,5.3,-3.47,1.56,3.46,1.09,-1.14,18.30033558,14.19259198,6.385798836
1996-07-01,101.81,639.950012,745.0297,5.53,157,100.8045,0.0295,18.26,6.87,-0.6525,3.74E+12,5.5,-3.68,4.45,2.83,2.6,-5.97,30.27898,19.65258716,3.874649053
1996-08-01,101.01,651.98999,747.8097,5.4,157.2,100.922,0.0288,18.6,6.64,-0.684,3.74E+12,5.1,2.55,-0.46,-0.29,-2.42,2.77,7.732755908,5.177567928,0.703469807
1996-09-01,101.55,687.330017,758.5401,5.51,157.7,101.0107,0.03,18.75,6.83,-0.685,3.75E+12,5.2,-1.33,-3.15,1.51,-2.18,5.01,11.05286863,6.538196578,1.11580542
1996-10-01,102.22,705.27002,765.9695,5.41,158.2,101.1301,0.0299,19,6.53,-0.69,3.77E+12,5.2,-3.88,5.12,1.32,2.98,0.86,9.937064071,6.788479769,0.555037066
1996-11-01,101.62,757.02002,772.0507,5.38,158.7,101.2317,0.0326,19.45,6.2,-0.704,3.79E+12,5.4,-3.79,1.16,1.99,-0.73,6.25,5.894209429,3.358639859,0.569805947
1996-12-01,102.36,740.73999,778.6296,5.44,159.1,101.2466,0.0332,19.19,6.3,-0.6525,3.81E+12,5.4,3.21,0.89,0.56,1.51,-1.7,9.832046876,8.959602522,1.369714205
1997-01-01,103.5,786.159973,782.3754,5.43,159.4,101.2962,0.0304,19.53,6.58,-0.626,3.82E+12,5.3,-1.82,-1.65,1.3,-0.28,4.98,3.509830419,2.628554082,0.205434687
1997-02-01,105.68,790.820007,789.1724,5.37,159.7,101.4114,0.0303,20.09,6.42,-0.665,3.84E+12,5.2,-2.53,5.2,0.69,3.41,-0.49,11.46867973,12.01995243,2.629471935
1997-03-01,106.83,757.119995,795.6489,5.53,159.8,101.5411,0.0276,19.69,6.69,-0.675,3.85E+12,5.2,-0.48,3.81,0.36,1.67,-5.02,24.7684322,22.41820337,5.934950076
1997-04-01,107.2,801.340027,803.9259,5.71,159.9,101.7022,0.025,18.94,6.89,-0.6475,3.87E+12,5.1,-5.73,-0.07,3.26,-0.89,4.04,8.875725118,8.903421121,0.196488734
1997-05-01,105.31,848.280029,809.3642,5.7,159.9,101.8841,0.0223,20.6,6.71,-0.638,3.88E+12,4.9,4.65,-3.87,-0.97,-2.91,6.74,13.83086265,5.193202601,1.005012536
1997-06-01,104.84,885.140015,813.4025,5.66,160.2,102.0498,0.023,21.61,6.49,-0.655,3.90E+12,5,1.26,1.23,1.01,0.54,4.1,4.243231509,2.729171138,0.141590625
1997-07-01,105.55,954.309998,816.5222,5.6,160.4,102.1614,0.0223,22.8,6.22,-0.6675,3.91E+12,4.9,-2.84,0.82,-0.24,-2.56,7.33,9.113272791,7.792817195,2.110231699
1997-08-01,107.3,899.469971,822.4889,5.6,160.8,102.164,0.0223,22.83,6.3,-0.648,3.95E+12,4.8,7.66,1.38,-0.93,-0.02,-4.15,13.21036657,12.75127886,3.080007333
1997-09-01,106.98,947.280029,829.9354,5.6,161.2,102.1746,0.0215,23.06,6.21,-0.625,3.96E+12,4.9,2.56,0.01,-1.39,-0.92,5.35,10.07300493,3.980675677,0.631369279
1997-10-01,107,914.619995,833.904,5.65,161.5,102.1679,0.0208,23.58,6.03,-0.578,3.98E+12,4.7,-0.51,1.95,1.09,1.87,-3.8,39.12255574,33.85018415,3.594110649
1997-11-01,109.06,955.400024,839.8929,5.74,161.7,102.1499,0.0183,23.46,5.88,-0.5075,4.00E+12,4.6,-5.03,0.79,3.07,1.66,2.98,6.88317175,6.012865357,0.730207005
1997-12-01,112.21,970.429993,845.1077,5.8,161.8,102.119,0.017,24.23,5.81,-0.52,4.02E+12,4.7,-2.01,3.45,1.19,1.92,1.32,8.443955053,5.457313935,0.588817301
1998-01-01,114.1,980.280029,855.619,5.54,162,102.2681,0.0157,24.29,5.54,-0.57,4.05E+12,4.6,-1.41,-1.45,0.46,-0.85,0.15,18.39052752,13.89675525,4.67075249
1998-02-01,113,1049.339966,862.3198,5.54,162,102.4276,0.0144,25.85,5.57,-0.615,4.08E+12,4.6,-0.02,-0.13,-0.86,-2.4,7.04,17.49938503,10.86181964,1.152485402
1998-03-01,112.72,1101.75,866.1427,5.58,162,102.435,0.0137,27.23,5.65,-0.645,4.10E+12,4.7,-0.65,1.05,-1.02,-0.47,4.76,11.99039474,6.36257209,1.176053122
1998-04-01,112.79,1111.75,864.4014,5.58,162.2,102.414,0.0144,28.26,5.64,-0.6375,4.13E+12,4.3,-0.02,0.74,-2.13,-0.23,0.73,10.55390692,9.404131988,2.028020546
1998-05-01,113.48,1090.819946,876.0346,5.59,162.6,102.3173,0.0169,28.3,5.65,-0.614,4.15E+12,4.4,-3.11,4.16,0.96,2.54,-3.07,12.74579159,10.78059048,3.396441804
1998-06-01,115.73,1133.839966,891.1377,5.6,162.8,102.201,0.0168,28.44,5.5,-0.5975,4.17E+12,4.5,-3.68,-2.33,-0.52,-2.93,3.18,5.511250622,4.551322724,0.457965032
1998-07-01,116.06,1120.670044,897.6642,5.59,163.2,102.068,0.0168,29.9,5.46,-0.594,4.19E+12,4.5,-5.32,-0.96,1.82,0.45,-2.46,17.85114438,13.01781954,3.534038413
